Gene_Group;Annotation;Members
18640; ****** No hits found ****** ;2
18641; Q1MJX0_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;2
18642; ****** No hits found ****** ;2
18643; ****** No hits found ****** ;2
18644; ****** No hits found ****** ;2
18645; ****** No hits found ****** ;2
18646; Q1MBK4_RHIL3 Putative solute-binding component of ABC transporter OS=Rhizobium ;2
18647; ****** No hits found ****** ;2
18648; ****** No hits found ****** ;2
18649; ****** No hits found ****** ;2
18650; ****** No hits found ****** ;2
18651; ****** No hits found ****** ;2
18652; ****** No hits found ****** ;2
18654; Q1MFY1_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. viciae ;2
18655; Q1M8P6_RHIL3 Ribose transport ATP-binding protein OS=Rhizobium leguminosarum bv. ;2
18656; ****** No hits found ****** ;2
18657; ****** No hits found ****** ;2
18658; ****** No hits found ****** ;2
18659; ****** No hits found ****** ;2
18660; ****** No hits found ****** ;2
18661; ****** No hits found ****** ;2
18662; ****** No hits found ****** ;2
18663; Q1MCC7_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18664; ****** No hits found ****** ;2
18665; ****** No hits found ****** ;2
18666; ****** No hits found ****** ;2
18667; ****** No hits found ****** ;2
18668; ****** No hits found ****** ;2
18669; ****** No hits found ****** ;2
18670; Q1MDG2_RHIL3 Conserved hypothetical exported protein OS=Rhizobium leguminosarum ;2
18672; Q1MEY8_RHIL3 Putative hydrolase OS=Rhizobium leguminosarum bv. viciae (strain ;2
18673; ****** No hits found ****** ;2
18674; ****** No hits found ****** ;2
18675; ****** No hits found ****** ;2
18676; ****** No hits found ****** ;2
18677; ****** No hits found ****** ;2
18678; ****** No hits found ****** ;2
18679; ****** No hits found ****** ;2
18680; ****** No hits found ****** ;2
18681; ****** No hits found ****** ;2
18682; ****** No hits found ****** ;2
18683; ****** No hits found ****** ;2
18684; ****** No hits found ****** ;2
18685; ****** No hits found ****** ;2
18686; ****** No hits found ****** ;2
18687; ****** No hits found ****** ;2
18688; ****** No hits found ****** ;2
18689; ****** No hits found ****** ;2
18690; ****** No hits found ****** ;2
18691; ****** No hits found ****** ;2
18692; ****** No hits found ****** ;2
18693; ****** No hits found ****** ;2
18694; Q1MHC7_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;2
18695; Q1MC10_RHIL3 Chemoreceptor of MCP family, unusual structure. Methyl-accepting ;2
18696; Q1MBT9_RHIL3 Putative ornithine carbamoyltransferase like protein OS=Rhizobium ;2
18697; ****** No hits found ****** ;2
18698; ****** No hits found ****** ;2
18699; Q1MFF6_RHIL3 Putative helix-turn-helix transcriptional regulatory protein ;2
18701; ****** No hits found ****** ;2
18702; Q1MHE9_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;2
18703; ****** No hits found ****** ;2
18704; ****** No hits found ****** ;2
18706; Q1MMT2_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18707; ****** No hits found ****** ;2
18708; Q1MHJ4_RHIL3 Putative acetyltransferase OS=Rhizobium leguminosarum bv. viciae ;2
18709; ****** No hits found ****** ;2
18710; ****** No hits found ****** ;2
18711; ****** No hits found ****** ;2
18712; Q1MKC5_RHIL3 Chromosome partition protein Smc OS=Rhizobium leguminosarum bv. ;2
18713; ****** No hits found ****** ;2
18714; Q1MD60_RHIL3 Putative sugar decarboxylase OS=Rhizobium leguminosarum bv. viciae ;2
18715; ****** No hits found ****** ;2
18716; ****** No hits found ****** ;2
18717; Q1M9F9_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;2
18719; ****** No hits found ****** ;2
18720; ****** No hits found ****** ;2
18721; Q1MG10_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18722; Q1MBN2_RHIL3 Putative 2-dehydro-3-deoxyphosphogluconate aldolase OS=Rhizobium ;2
18723; ****** No hits found ****** ;2
18726; ****** No hits found ****** ;2
18727; ****** No hits found ****** ;2
18728; ****** No hits found ****** ;2
18729; ****** No hits found ****** ;2
18730; ****** No hits found ****** ;2
18732; ****** No hits found ****** ;2
18733; ****** No hits found ****** ;2
18734; ****** No hits found ****** ;2
18735; ****** No hits found ****** ;2
18736; ****** No hits found ****** ;2
18737; ****** No hits found ****** ;2
18738; ****** No hits found ****** ;2
18739; ****** No hits found ****** ;2
18740; ****** No hits found ****** ;2
18741; ****** No hits found ****** ;2
18742; ****** No hits found ****** ;2
18743; ****** No hits found ****** ;2
18745; ****** No hits found ****** ;2
18746; ****** No hits found ****** ;2
18747; ****** No hits found ****** ;2
18748; ****** No hits found ****** ;2
18749; ****** No hits found ****** ;2
18750; ****** No hits found ****** ;2
18751; ****** No hits found ****** ;2
18752; Q1MHG3_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;2
18753; ****** No hits found ****** ;2
18754; ****** No hits found ****** ;2
18755; ****** No hits found ****** ;2
18757; Q1MEY3_RHIL3 Putative ornithine cyclodeaminase OS=Rhizobium leguminosarum bv. ;2
18758; ****** No hits found ****** ;2
18759; Q1MA28_RHIL3 Flagellin OS=Rhizobium leguminosarum bv. viciae (strain 3841) ;2
18760; ****** No hits found ****** ;2
18761; ****** No hits found ****** ;2
18762; ****** No hits found ****** ;2
18763; ****** No hits found ****** ;2
18765; Q1M881_RHIL3 Putative integrase/recombinase protein OS=Rhizobium leguminosarum ;2
18769; ****** No hits found ****** ;2
18770; ****** No hits found ****** ;2
18771; ****** No hits found ****** ;2
18772; ****** No hits found ****** ;2
18774; ****** No hits found ****** ;2
18776; ****** No hits found ****** ;2
18777; ****** No hits found ****** ;2
18778; ****** No hits found ****** ;2
18780; ****** No hits found ****** ;2
18781; Q1M6W8_RHIL3 Putative hydrolase OS=Rhizobium leguminosarum bv. viciae (strain ;2
18782; ****** No hits found ****** ;2
18783; Q1M8B2_RHIL3 Putative phage integrase OS=Rhizobium leguminosarum bv. viciae ;2
18785; Q1MFA9_RHIL3 Putative ion efflux protein OS=Rhizobium leguminosarum bv. viciae ;2
18786; ****** No hits found ****** ;2
18787; ****** No hits found ****** ;2
18788; ****** No hits found ****** ;2
18789; ****** No hits found ****** ;2
18790; ****** No hits found ****** ;2
18791; ****** No hits found ****** ;2
18792; ****** No hits found ****** ;2
18793; ****** No hits found ****** ;2
18794; ****** No hits found ****** ;2
18795; Q1M6Q5_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18796; ****** No hits found ****** ;2
18797; ****** No hits found ****** ;2
18798; ****** No hits found ****** ;2
18799; ****** No hits found ****** ;2
18800; ****** No hits found ****** ;2
18801; ****** No hits found ****** ;2
18802; ****** No hits found ****** ;2
18803; Q1MCB4_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18804; ****** No hits found ****** ;2
18805; ****** No hits found ****** ;2
18806; ****** No hits found ****** ;2
18807; ****** No hits found ****** ;2
18808; ****** No hits found ****** ;2
18809; ****** No hits found ****** ;2
18810; ****** No hits found ****** ;2
18811; ****** No hits found ****** ;2
18812; ****** No hits found ****** ;2
18813; ****** No hits found ****** ;2
18815; ****** No hits found ****** ;2
18816; ****** No hits found ****** ;2
18817; ****** No hits found ****** ;2
18818; ****** No hits found ****** ;2
18819; ****** No hits found ****** ;2
18820; ****** No hits found ****** ;2
18821; ****** No hits found ****** ;2
18822; ****** No hits found ****** ;2
18823; ****** No hits found ****** ;2
18824; ****** No hits found ****** ;2
18825; ****** No hits found ****** ;2
18826; ****** No hits found ****** ;2
18827; ****** No hits found ****** ;2
18828; ****** No hits found ****** ;2
18829; ****** No hits found ****** ;2
18830; ****** No hits found ****** ;2
18831; ****** No hits found ****** ;2
18832; ****** No hits found ****** ;2
18833; ****** No hits found ****** ;2
18835; ****** No hits found ****** ;2
18836; ****** No hits found ****** ;2
18837; ****** No hits found ****** ;2
18838; ****** No hits found ****** ;2
18839; ****** No hits found ****** ;2
18840; Q1M7Z2_RHIL3 Nitrogenase iron protein OS=Rhizobium leguminosarum bv. viciae ;2
18841; Q1M7V9_RHIL3 FeMo cofactor biosynthesis protein OS=Rhizobium leguminosarum bv. ;2
18842; Q1MGK6_RHIL3 Probable peptidase/protease OS=Rhizobium leguminosarum bv. viciae ;2
18843; ****** No hits found ****** ;2
18844; Q1M417_RHIL3 Putative transcriptional regulator OS=Rhizobium leguminosarum bv. ;2
18845; Q1M6P4_RHIL3 Putative insertion sequence protein OS=Rhizobium leguminosarum bv. ;2
18846; Q1M3V9_RHIL3 Putative aryl-alcohol dehydrogenase OS=Rhizobium leguminosarum bv. ;2
18847; ****** No hits found ****** ;2
18848; ****** No hits found ****** ;2
18849; ****** No hits found ****** ;2
18851; ****** No hits found ****** ;2
18852; Q1ME20_RHIL3 Putative signalling and peptidoglycan binding protein OS=Rhizobium ;2
18853; ****** No hits found ****** ;2
18854; ****** No hits found ****** ;2
18855; ****** No hits found ****** ;2
18856; ****** No hits found ****** ;2
18857; ****** No hits found ****** ;2
18858; ****** No hits found ****** ;2
18860; ****** No hits found ****** ;2
18861; Q1M7T7_RHIL3 Putative DNA conjugation-related protein OS=Rhizobium leguminosarum ;2
18863; ****** No hits found ****** ;2
18864; Q1M5F3_RHIL3 Putative transposase for insertion sequence OS=Rhizobium ;2
18865; ****** No hits found ****** ;2
18866; Q1MBE3_RHIL3 Putative transmembrane component of ABC transporter OS=Rhizobium ;2
18867; Q1MHX7_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18868; ****** No hits found ****** ;2
18869; ****** No hits found ****** ;2
18870; Q1MI27_RHIL3 Putative multicopper oxidase OS=Rhizobium leguminosarum bv. viciae ;2
18871; Q1MI27_RHIL3 Putative multicopper oxidase OS=Rhizobium leguminosarum bv. viciae ;2
18872; ****** No hits found ****** ;2
18873; ****** No hits found ****** ;2
18874; Q1MI39_RHIL3 Putative protease OS=Rhizobium leguminosarum bv. viciae (strain ;2
18875; ****** No hits found ****** ;2
18876; ****** No hits found ****** ;2
18877; ****** No hits found ****** ;2
18878; ****** No hits found ****** ;2
18879; ****** No hits found ****** ;2
18880; ****** No hits found ****** ;2
18881; ****** No hits found ****** ;2
18882; ****** No hits found ****** ;2
18883; ****** No hits found ****** ;2
18884; Q1MJV8_RHIL3 Putative nitrogen metabolite repression regulator OS=Rhizobium ;2
18885; ****** No hits found ****** ;2
18886; Q1MBC3_RHIL3 Putative short-chain dehydrogenase/reductase OS=Rhizobium ;2
18887; ****** No hits found ****** ;2
18888; ****** No hits found ****** ;2
18889; Q1MBM4_RHIL3 Putative GFO/IDH/MocA family oxidoreductase OS=Rhizobium ;2
18890; ****** No hits found ****** ;2
18891; Q1MK05_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;2
18892; Q1MJV8_RHIL3 Putative nitrogen metabolite repression regulator OS=Rhizobium ;2
18893; Q1M913_RHIL3 Putative transposase OS=Rhizobium leguminosarum bv. viciae (strain ;2
18894; ****** No hits found ****** ;2
18895; ****** No hits found ****** ;2
18896; ****** No hits found ****** ;2
18897; ****** No hits found ****** ;2
18898; ****** No hits found ****** ;2
18899; Q1M700_RHIL3 Putative two component fused sensor/regulator transcriptional ;2
18900; Q1MHY7_RHIL3 Putative ATP-dependent hydrolase protein OS=Rhizobium leguminosarum ;2
18901; ****** No hits found ****** ;2
18903; Q1MBT9_RHIL3 Putative ornithine carbamoyltransferase like protein OS=Rhizobium ;2
18904; TYSY_RHIL3 Thymidylate synthase OS=Rhizobium leguminosarum bv. viciae (strain ;2
18905; ****** No hits found ****** ;2
18906; ****** No hits found ****** ;2
18907; Q1M3Q5_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;2
18908; Q1M4M3_RHIL3 Putative methytransferase OS=Rhizobium leguminosarum bv. viciae ;2
18909; Q1M4M7_RHIL3 Putative exported substrate binding protein OS=Rhizobium ;2
18910; Q1M4L6_RHIL3 Putative permease component of ABC transporter OS=Rhizobium ;2
18911; Q1M4L7_RHIL3 Putative permease component of ABC transporter OS=Rhizobium ;2
18912; Q1M4D1_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;2
18913; ****** No hits found ****** ;2
18914; ****** No hits found ****** ;2
18915; ****** No hits found ****** ;2
18916; Q1M9U5_RHIL3 Putative conjugal transfer protein OS=Rhizobium leguminosarum bv. ;2
18917; ****** No hits found ****** ;2
18918; ****** No hits found ****** ;2
18919; ****** No hits found ****** ;2
18920; ****** No hits found ****** ;2
18921; Q1MH13_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18922; ****** No hits found ****** ;2
18923; ****** No hits found ****** ;2
18924; ****** No hits found ****** ;2
18925; Q1MGG7_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18926; Q1MF30_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18927; Q1M324_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18928; ****** No hits found ****** ;2
18929; ****** No hits found ****** ;2
18930; Q1MI49_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18931; ****** No hits found ****** ;2
18932; ****** No hits found ****** ;2
18933; ****** No hits found ****** ;2
18934; ****** No hits found ****** ;2
18935; Q1M6J1_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18936; Q1MBS3_RHIL3 Putative glyoxylase OS=Rhizobium leguminosarum bv. viciae (strain ;2
18937; ****** No hits found ****** ;2
18938; ****** No hits found ****** ;2
18939; ****** No hits found ****** ;2
18940; ****** No hits found ****** ;2
18941; ****** No hits found ****** ;2
18942; ****** No hits found ****** ;2
18943; Q1ML87_RHIL3 Putative conjugal transfer protein OS=Rhizobium leguminosarum bv. ;2
18944; ****** No hits found ****** ;2
18946; Q1MK50_RHIL3 Putative two-component sensor histidine kinase transcriptional ;2
18947; Q1MCY6_RHIL3 Putative two-component response regulator transcriptional ;2
18948; Q1MKA4_RHIL3 Putative transcriptional regulator OS=Rhizobium leguminosarum bv. ;2
18949; ****** No hits found ****** ;2
18950; ****** No hits found ****** ;2
18951; ****** No hits found ****** ;2
18952; ****** No hits found ****** ;2
18953; ****** No hits found ****** ;2
18954; ****** No hits found ****** ;2
18955; Q1MF23_RHIL3 Putative calcium-binding cadherin-like RTX protein OS=Rhizobium ;2
18956; ****** No hits found ****** ;2
18957; Q1ML69_RHIL3 Putative calcium binding RTX Zn-metalloprotease OS=Rhizobium ;2
18958; ****** No hits found ****** ;2
18959; ****** No hits found ****** ;2
18960; ****** No hits found ****** ;2
18962; ****** No hits found ****** ;2
18963; ****** No hits found ****** ;2
18964; Q1ML87_RHIL3 Putative conjugal transfer protein OS=Rhizobium leguminosarum bv. ;2
18965; Q1MBM4_RHIL3 Putative GFO/IDH/MocA family oxidoreductase OS=Rhizobium ;2
18966; Q1M630_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18967; Q1M3J3_RHIL3 Putative oxidoreductase OS=Rhizobium leguminosarum bv. viciae ;2
18968; ****** No hits found ****** ;2
18969; ****** No hits found ****** ;2
18970; ****** No hits found ****** ;2
18972; Q1MG04_RHIL3 Isocitrate dehydrogenase [NADP] OS=Rhizobium leguminosarum bv. ;2
18973; ****** No hits found ****** ;2
18974; ****** No hits found ****** ;2
18976; Q1M628_RHIL3 Putative transmembrane protein OS=Rhizobium leguminosarum bv. ;2
18977; ****** No hits found ****** ;2
18978; Q1M7Q0_RHIL3 Succinate-semialdehyde dehydrogenase [NADP+] OS=Rhizobium ;2
18979; ****** No hits found ****** ;2
18980; ****** No hits found ****** ;2
18981; Q1MGY0_RHIL3 Putative short-chain dehydrogenase/reductase OS=Rhizobium ;2
18982; ****** No hits found ****** ;2
18983; ****** No hits found ****** ;2
18984; ****** No hits found ****** ;2
18985; Q1MF36_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18986; ****** No hits found ****** ;2
18987; ****** No hits found ****** ;2
18988; Q1MAQ2_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18989; Q1M8A2_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
18990; Q1M6B2_RHIL3 Putative mobilization protein MobS OS=Rhizobium leguminosarum bv. ;2
18991; Q1MHR6_RHIL3 Putative transposase-related protein OS=Rhizobium leguminosarum bv. ;2
18992; Q1MKX6_RHIL3 Putative glutathione S-transferase OS=Rhizobium leguminosarum bv. ;2
18993; ****** No hits found ****** ;2
18994; ****** No hits found ****** ;2
18995; ****** No hits found ****** ;2
18996; ****** No hits found ****** ;2
18997; Q1M3U1_RHIL3 S-(hydroxymethyl)glutathione dehydrogenase OS=Rhizobium ;2
18998; Q1ME93_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae (strain ;2
18999; Q1MIV3_RHIL3 Putative SpoVT/AbrB family transcriptional regulatory protein ;2
19000; ****** No hits found ****** ;2
19001; ****** No hits found ****** ;2
19002; ****** No hits found ****** ;2
19003; KATG_RHIL3 Catalase-peroxidase OS=Rhizobium leguminosarum bv. viciae (strain ;2
19004; ****** No hits found ****** ;2
19005; ****** No hits found ****** ;2
19006; Q1MKB8_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19007; Q1MIN4_RHIL3 Putative transmembrane GGDEF sensory box protein OS=Rhizobium ;2
19008; ****** No hits found ****** ;2
19009; ****** No hits found ****** ;2
19010; ****** No hits found ****** ;2
19011; Q1M6B1_RHIL3 Putative conjugal transfer protein TraA OS=Rhizobium leguminosarum ;2
19012; ****** No hits found ****** ;2
19013; ****** No hits found ****** ;2
19014; Q1ML88_RHIL3 Putative nucleotidyltransferase OS=Rhizobium leguminosarum bv. ;2
19015; Q1MIU2_RHIL3 Glucose-1-phosphate thymidylyltransferase OS=Rhizobium ;2
19016; Q1MIU1_RHIL3 Putative dTDP-4-dehydrorhamnose reductase OS=Rhizobium ;2
19017; ****** No hits found ****** ;2
19018; ****** No hits found ****** ;2
19019; Q1M880_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19020; Q1MF33_RHIL3 Putative adenylate cyclase OS=Rhizobium leguminosarum bv. viciae ;2
19021; Q1MK32_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19022; Q1MK05_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;2
19023; ****** No hits found ****** ;2
19024; ****** No hits found ****** ;2
19025; Q1M7T1_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19026; Q1MK10_RHIL3 Putative LysR family transcriptional regulator OS=Rhizobium ;2
19027; Q1MK09_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19028; Q1MK08_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19029; Q1MJP1_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19030; ****** No hits found ****** ;2
19031; ****** No hits found ****** ;2
19033; ****** No hits found ****** ;2
19034; ****** No hits found ****** ;2
19035; Q1MF43_RHIL3 Putative short-chain dehydrogenase/oxidoreductase OS=Rhizobium ;2
19037; ****** No hits found ****** ;2
19038; ****** No hits found ****** ;2
19039; ****** No hits found ****** ;2
19040; ****** No hits found ****** ;2
19042; ****** No hits found ****** ;2
19043; ****** No hits found ****** ;2
19044; ****** No hits found ****** ;2
19045; ****** No hits found ****** ;2
19046; ****** No hits found ****** ;2
19047; ****** No hits found ****** ;2
19048; ****** No hits found ****** ;2
19049; Q1M747_RHIL3 Putative lipid biosynthesis 3-oxoacyl-[acyl-carrier-protein] ;2
19050; Q1MLA8_RHIL3 Putative phosphogluconate dehydratase OS=Rhizobium leguminosarum bv. ;2
19051; Q1MLA8_RHIL3 Putative phosphogluconate dehydratase OS=Rhizobium leguminosarum ;2
19052; Q1MFR0_RHIL3 Putative short-chain dehydrogenase/reductase OS=Rhizobium ;2
19053; Q1M385_RHIL3 Putative LacI family transcriptional regulator OS=Rhizobium ;2
19055; Q1M7Q4_RHIL3 Putative spermidine/putrescine-binding periplasmic protein ABC ;2
19056; Q1M7Q2_RHIL3 Putative spermidine/putrescine transport system ABC transporter ;2
19058; Q1M804_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19059; ****** No hits found ****** ;2
19060; ****** No hits found ****** ;2
19061; Q1MA30_RHIL3 Acetyl-coenzyme A synthetase OS=Rhizobium leguminosarum bv. viciae ;2
19062; Q1MF77_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19063; ****** No hits found ****** ;2
19064; ****** No hits found ****** ;2
19065; ****** No hits found ****** ;2
19066; ****** No hits found ****** ;2
19067; ****** No hits found ****** ;2
19068; ****** No hits found ****** ;2
19069; ****** No hits found ****** ;2
19070; ****** No hits found ****** ;2
19071; ****** No hits found ****** ;2
19072; Q1MJZ8_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19073; ****** No hits found ****** ;2
19074; ****** No hits found ****** ;2
19076; ****** No hits found ****** ;2
19077; Q1M6C6_RHIL3 Putative cell division (Penicillin-binding family) protein ;2
19078; ****** No hits found ****** ;2
19079; Q1M881_RHIL3 Putative integrase/recombinase protein OS=Rhizobium leguminosarum ;2
19080; Q1M6U5_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19081; ****** No hits found ****** ;2
19082; Q1M982_RHIL3 Putative conjugal transfer protein TrbE OS=Rhizobium leguminosarum ;2
19083; ****** No hits found ****** ;2
19084; ****** No hits found ****** ;2
19085; ****** No hits found ****** ;2
19086; ****** No hits found ****** ;2
19087; Q1M632_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19088; Q1MER5_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19090; ****** No hits found ****** ;2
19091; ****** No hits found ****** ;2
19092; ****** No hits found ****** ;2
19093; ****** No hits found ****** ;2
19094; ****** No hits found ****** ;2
19095; ****** No hits found ****** ;2
19096; ****** No hits found ****** ;2
19097; ****** No hits found ****** ;2
19098; ****** No hits found ****** ;2
19099; ****** No hits found ****** ;2
19100; ****** No hits found ****** ;2
19101; ****** No hits found ****** ;2
19102; ****** No hits found ****** ;2
19104; ****** No hits found ****** ;2
19105; ****** No hits found ****** ;2
19106; Q1M982_RHIL3 Putative conjugal transfer protein TrbE OS=Rhizobium leguminosarum ;2
19107; Q1M982_RHIL3 Putative conjugal transfer protein TrbE OS=Rhizobium leguminosarum ;2
19108; ****** No hits found ****** ;2
19109; Q1MKC5_RHIL3 Chromosome partition protein Smc OS=Rhizobium leguminosarum bv. ;2
19110; Q1MDJ7_RHIL3 Putative transmembrane transporter OS=Rhizobium leguminosarum bv. ;2
19111; Q1M8H7_RHIL3 Putative transcriptional regulator OS=Rhizobium leguminosarum bv. ;2
19112; Q1MEE6_RHIL3 Putative transmembrane component of ABC transporter OS=Rhizobium ;2
19113; Q1M4N3_RHIL3 Putative ATP-binding component of ABC transporter OS=Rhizobium ;2
19114; ****** No hits found ****** ;2
19116; ****** No hits found ****** ;2
19117; Q1M8H8_RHIL3 Putative inositol-1-monophosphatase OS=Rhizobium leguminosarum bv. ;2
19118; ****** No hits found ****** ;2
19119; Q1MHD1_RHIL3 Non-homologous end joining protein Ku OS=Rhizobium leguminosarum ;2
19122; Q1MLS2_RHIL3 Putative peptidoglycan binding protein OS=Rhizobium leguminosarum bv. ;2
19123; Q1MLS2_RHIL3 Putative peptidoglycan binding protein OS=Rhizobium leguminosarum ;2
19124; ****** No hits found ****** ;2
19125; ****** No hits found ****** ;2
19126; ****** No hits found ****** ;2
19127; ****** No hits found ****** ;2
19128; ****** No hits found ****** ;2
19129; ****** No hits found ****** ;2
19130; Q1MD46_RHIL3 Putative glycosyl transferase OS=Rhizobium leguminosarum bv. viciae ;2
19131; ****** No hits found ****** ;2
19132; ****** No hits found ****** ;2
19134; Q1M644_RHIL3 Putative phage integrase/recombinase OS=Rhizobium leguminosarum bv. ;2
19135; Q1M9U8_RHIL3 Putative integrase/recombinase OS=Rhizobium leguminosarum bv. ;2
19136; Q1M9U8_RHIL3 Putative integrase/recombinase OS=Rhizobium leguminosarum bv. ;2
19137; ****** No hits found ****** ;2
19138; ****** No hits found ****** ;2
19139; Q1MLS2_RHIL3 Putative peptidoglycan binding protein OS=Rhizobium leguminosarum bv. ;2
19140; ****** No hits found ****** ;2
19141; ****** No hits found ****** ;2
19142; ****** No hits found ****** ;2
19143; ****** No hits found ****** ;2
19144; ****** No hits found ****** ;2
19145; ****** No hits found ****** ;2
19146; ****** No hits found ****** ;2
19147; ****** No hits found ****** ;2
19148; Q1MET2_RHIL3 Putative beta-lactamase family protein OS=Rhizobium leguminosarum ;2
19149; ****** No hits found ****** ;2
19151; ****** No hits found ****** ;2
19152; Q1MG52_RHIL3 Putative cysteine desulfurase OS=Rhizobium leguminosarum bv. viciae ;2
19153; Q1M7M1_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19154; ****** No hits found ****** ;2
19155; RGTC_RHIL3 Lipopolysaccharide core galacturonosyltransferase RgtC OS=Rhizobium ;2
19157; ****** No hits found ****** ;2
19158; ****** No hits found ****** ;2
19159; Q1MFW9_RHIL3 Putative RND family multidrug efflux transporter OS=Rhizobium ;2
19160; ****** No hits found ****** ;2
19161; ****** No hits found ****** ;2
19162; ****** No hits found ****** ;2
19163; ****** No hits found ****** ;2
19164; Q1MMF9_RHIL3 Putative exported peptidase OS=Rhizobium leguminosarum bv. viciae ;2
19165; ****** No hits found ****** ;2
19166; ****** No hits found ****** ;2
19167; ****** No hits found ****** ;2
19168; Q1M783_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19170; ****** No hits found ****** ;2
19172; ****** No hits found ****** ;2
19173; ****** No hits found ****** ;2
19174; ****** No hits found ****** ;2
19175; ****** No hits found ****** ;2
19176; ****** No hits found ****** ;2
19177; ****** No hits found ****** ;2
19179; Q1MJY5_RHIL3 Uncharacterized protein OS=Rhizobium leguminosarum bv. viciae ;2
19180; ****** No hits found ****** ;2
19181; Q1MBM3_RHIL3 Putative endonuclease OS=Rhizobium leguminosarum bv. viciae (strain ;2
19182; Q1MAA1_RHIL3 Solute binding protein of inositol ABC transporter OS=Rhizobium ;2
19183; ****** No hits found ****** ;2
19184; ****** No hits found ****** ;2
19185; Q1M913_RHIL3 Putative transposase OS=Rhizobium leguminosarum bv. viciae (strain ;2
19186; ****** No hits found ****** ;2
19187; ****** No hits found ****** ;2
19188; ****** No hits found ****** ;2
19189; Q1MG03_RHIL3 Putative acetyltransferase OS=Rhizobium leguminosarum bv. viciae ;2
19190; ****** No hits found ****** ;2
19191; ****** No hits found ****** ;2
19192; ****** No hits found ****** ;2
19193; Q1MJW3_RHIL3 Putative serine protease OS=Rhizobium leguminosarum bv. viciae ;2
19194; ****** No hits found ****** ;2
19195; ****** No hits found ****** ;2
19196; ****** No hits found ****** ;2
19197; ****** No hits found ****** ;2
19198; ****** No hits found ****** ;2
19199; Q1MKD3_RHIL3 Methyltransferase OS=Rhizobium leguminosarum bv. viciae (strain ;2
19200; Q1MKD3_RHIL3 Methyltransferase OS=Rhizobium leguminosarum bv. viciae (strain ;2
19201; ****** No hits found ****** ;2
19202; ****** No hits found ****** ;2
19203; ****** No hits found ****** ;2
19204; ****** No hits found ****** ;2
19205; ****** No hits found ****** ;2
19206; Q1MMS9_RHIL3 Putative expolysaccharide biosynthesis protein OS=Rhizobium ;2
19207; ****** No hits found ****** ;2
